2026-04-28 18:24:14,032 | INFO | src.llm_utils | Logging initialized. Main log file: C:\Users\Angelo\Documents\github\capstone_project\docs\logs\app.log
2026-04-28 18:24:14,032 | INFO | manual_test | manual app log test
2026-04-29 15:34:18,723 | INFO | src.llm_utils | Logging initialized. Main log file: C:\Users\Angelo\Documents\github\capstone_project\docs\logs\app.log
2026-04-29 15:34:19,074 | INFO | __main__ | Created initial DataFrame with shape (5, 8)
2026-04-29 15:34:19,077 | INFO | __main__ | Started new Streamlit session.
2026-04-29 15:34:19,080 | INFO | __main__ | App rendered. Current DataFrame shape=(5, 8)
2026-04-29 15:34:21,237 | INFO | src.llm_utils | Ollama availability check returned status 200 from http://localhost:11434
2026-04-29 15:34:53,419 | INFO | src.llm_utils | Logging initialized. Main log file: C:\Users\Angelo\Documents\github\capstone_project\docs\logs\app.log
2026-04-29 15:34:53,421 | INFO | __main__ | App rendered. Current DataFrame shape=(5, 8)
2026-04-29 15:34:53,531 | INFO | src.llm_utils | Logging initialized. Main log file: C:\Users\Angelo\Documents\github\capstone_project\docs\logs\app.log
2026-04-29 15:34:53,533 | INFO | __main__ | App rendered. Current DataFrame shape=(5, 8)
2026-04-29 15:34:55,446 | INFO | src.llm_utils | Ollama availability check returned status 200 from http://localhost:11434
2026-04-29 15:34:55,571 | INFO | src.llm_utils | Ollama availability check returned status 200 from http://localhost:11434
2026-04-29 15:34:55,577 | INFO | __main__ | User instruction received: replace 'med' in risk_level with 1
2026-04-29 15:34:55,579 | INFO | src.llm_cleaning | Parsing instruction into operations. Text: replace 'med' in risk_level with 1
2026-04-29 15:34:55,580 | INFO | src.llm_cleaning | Heuristic parser evaluating user text: replace 'med' in risk_level with 1
2026-04-29 15:34:55,581 | INFO | src.llm_cleaning | Heuristic parser matched replace_value operation: [{'op': 'replace_value', 'params': {'column': 'risk_level', 'old_value': 'med', 'new_value': 1}}]
2026-04-29 15:34:55,582 | INFO | src.llm_cleaning | Using heuristic parser result without LLM call: [{'op': 'replace_value', 'params': {'column': 'risk_level', 'old_value': 'med', 'new_value': 1}}]
2026-04-29 15:34:55,583 | INFO | src.llm_cleaning | Final parsed operations: [{'op': 'replace_value', 'params': {'column': 'risk_level', 'old_value': 'med', 'new_value': 1}}]
2026-04-29 15:34:55,583 | INFO | __main__ | Parsed operations from instruction: [{'op': 'replace_value', 'params': {'column': 'risk_level', 'old_value': 'med', 'new_value': 1}}]
2026-04-29 15:34:55,584 | INFO | src.cleaning_operations | Applying 1 operation(s) in sequence.
2026-04-29 15:34:55,584 | INFO | src.cleaning_operations | Applying operation replace_value with params {'column': 'risk_level', 'old_value': 'med', 'new_value': 1}
2026-04-29 15:34:55,587 | INFO | src.cleaning_operations | replace_value is converting categorical column 'risk_level' to object so a new value can be inserted.
2026-04-29 15:34:55,589 | INFO | src.cleaning_operations | replace_value complete. column=risk_level old_value=med new_value=1 replacements=4
2026-04-29 15:34:55,591 | INFO | src.cleaning_operations | Finished applying operations. Final shape=(5, 8)
2026-04-29 15:34:55,591 | INFO | __main__ | Instruction applied successfully. Operations=[{'op': 'replace_value', 'params': {'column': 'risk_level', 'old_value': 'med', 'new_value': 1}}] new_shape=(5, 8)
2026-04-29 15:45:49,539 | INFO | src.llm_utils | Logging initialized. Main log file: C:\Users\Angelo\Documents\github\capstone_project\docs\logs\app.log
2026-04-29 15:45:49,619 | INFO | __main__ | Created initial DataFrame with shape (5, 8)
2026-04-29 15:45:49,621 | INFO | __main__ | Started new Streamlit session.
2026-04-29 15:45:49,622 | INFO | __main__ | App rendered. Current DataFrame shape=(5, 8)
2026-04-29 15:45:51,699 | INFO | src.llm_utils | Ollama availability check returned status 200 from http://localhost:11434
2026-04-29 15:46:05,593 | INFO | src.llm_utils | Logging initialized. Main log file: C:\Users\Angelo\Documents\github\capstone_project\docs\logs\app.log
2026-04-29 15:46:05,595 | INFO | __main__ | App rendered. Current DataFrame shape=(5, 8)
2026-04-29 15:46:05,716 | INFO | src.llm_utils | Logging initialized. Main log file: C:\Users\Angelo\Documents\github\capstone_project\docs\logs\app.log
2026-04-29 15:46:05,718 | INFO | __main__ | App rendered. Current DataFrame shape=(5, 8)
2026-04-29 15:46:07,695 | INFO | src.llm_utils | Ollama availability check returned status 200 from http://localhost:11434
2026-04-29 15:46:07,785 | INFO | src.llm_utils | Ollama availability check returned status 200 from http://localhost:11434
2026-04-29 15:46:07,804 | INFO | __main__ | User instruction received: drop uniform
2026-04-29 15:46:07,805 | INFO | src.llm_cleaning | Parsing instruction into operations. Text: drop uniform
2026-04-29 15:46:07,806 | INFO | src.llm_cleaning | Heuristic parser evaluating user text: drop uniform
2026-04-29 15:46:07,808 | WARNING | src.llm_cleaning | Heuristic parser could not map user text to a supported operation: drop uniform
2026-04-29 15:46:09,887 | INFO | src.llm_utils | Ollama availability check returned status 200 from http://localhost:11434
2026-04-29 15:46:09,891 | INFO | src.llm_utils | Using cached JSON LLM wrapper.
2026-04-29 15:46:17,797 | INFO | src.llm_cleaning | LLM parser returned raw result: [{'op': 'drop_columns', 'params': {'columns': ['uniform']}}]
2026-04-29 15:46:17,797 | INFO | src.llm_cleaning | Final parsed operations: [{'op': 'drop_columns', 'params': {'columns': ['uniform']}}]
2026-04-29 15:46:17,798 | INFO | __main__ | Parsed operations from instruction: [{'op': 'drop_columns', 'params': {'columns': ['uniform']}}]
2026-04-29 15:46:17,799 | INFO | src.cleaning_operations | Applying 1 operation(s) in sequence.
2026-04-29 15:46:17,799 | INFO | src.cleaning_operations | Applying operation drop_columns with params {'columns': ['uniform']}
2026-04-29 15:46:17,802 | INFO | src.cleaning_operations | drop_columns complete. dropped=['uniform'] shape_after=(5, 7)
2026-04-29 15:46:17,808 | INFO | src.cleaning_operations | Finished applying operations. Final shape=(5, 7)
