Model,Fold,train_neg_root_mean_squared_error,test_neg_root_mean_squared_error,train_neg_mean_absolute_error,test_neg_mean_absolute_error,train_r2,test_r2
XGBoost,1,13.625953470672577,12.73987899004393,11.314568190141157,10.503755841936384,0.1589832637837334,0.08715643865050071
XGBoost,2,13.458865361657447,12.838818623154033,11.55094292380593,9.170297077723912,0.21782475176201443,-0.5207923024428724
XGBoost,3,13.769074011337048,12.231503755811037,11.109188600019975,11.446654047284808,0.16224324904334064,-0.03319966841383737
XGBoost,4,12.034848138102982,18.416580480275805,10.066044894131748,16.186385563441686,0.24413647220455492,-0.24976322700686682
XGBoost,5,12.824121467314487,16.047370190905117,10.69701726096017,13.164125589224009,0.12939565169812106,0.15803058257216096
