Model,Fold,train_neg_root_mean_squared_error,test_neg_root_mean_squared_error,train_neg_mean_absolute_error,test_neg_mean_absolute_error,train_r2,test_r2
Ridge,1,13.611394059966907,12.798214213232928,11.394812804308003,10.370925471550581,0.16077956616041222,0.07877757578787681
Ridge,2,14.084097118836926,11.749994155269807,11.89264057071112,8.753770977038984,0.1434648425486421,-0.2737819186207602
Ridge,3,13.872291146323455,12.249058846081011,11.150456849922778,11.317277703707365,0.1496360167225026,-0.03616756670309007
Ridge,4,12.37132763489824,17.791903095585166,10.12644181256816,15.025984911077144,0.20127959707124832,-0.16641893310061362
Ridge,5,12.7033183643782,16.703198089031776,10.353143287693005,13.377156493730952,0.14572056701185143,0.08780468452006263
